Title,Features.Max Players,Features.Online?,Metadata.Genres,Metadata.Publishers,Metrics.Review Score,Metrics.Sales,Metrics.Used Price,Release.Console,Release.Rating,Release.Year,Length.All PlayStyles.Average,Length.Completionists.Average,Length.Completionists.Leisure,Length.Completionists.Rushed,Length.Main + Extras.Average,Length.Main + Extras.Leisure,Length.Main + Extras.Rushed,Length.Main Story.Average,Length.Main Story.Leisure,Length.Main Story.Rushed
The Golden Compass,1,TRUE,Action,Sega,35,0.26,14.95,Nintendo Wii,E,2007,8.566666667,0,0,0,16.5,16.5,16.5,6.583333333,7.1,5.883333333
Manhunt 2,1,TRUE,Action,Rockstar,62,0.26,19.95,Nintendo Wii,E,2007,10.38333333,21.18333333,22.78333333,19.58333333,12.33333333,14.08333333,10.08333333,8.9,12.86666667,6.216666667
NASCAR 08,1,TRUE,"Racing / Driving,Sports",EA,59,0.25,12.95,X360,E,2007,0,0,0,0,0,0,0,0,0,0
Virtua Tennis 3,4,TRUE,Sports,Sega,80,0.24,19.95,PlayStation 3,E,2007,18.16666667,0,0,0,18.4,26.46666667,14.43333333,17,17,17
All-Pro Football 2K8,4,TRUE,Sports,2K,75,0.24,7.95,X360,T,2007,12,0,0,0,0,0,0,12,12,12
Major League Baseball 2K7,2,TRUE,Sports,2K,74,0.24,7.95,PlayStation 3,M,2007,0,0,0,0,0,0,0,0,0,0
The Warriors,1,TRUE,Action,Rockstar,52,0.24,17.95,Sony PSP,T,2007,12.56666667,12.91666667,12.91666667,12.91666667,10.36666667,10.36666667,10.36666667,12.73333333,16.75,9
Ghost Rider,4,TRUE,Action,2K,49,0.23,16.95,Sony PSP,T,2007,4.633333333,3.6,3.6,3.6,0,0,0,5.15,5.316666667,4.983333333
Tony Hawk's Proving Ground,2,TRUE,Sports,Activision,57,0.23,16.95,Nintendo Wii,E,2007,8.133333333,0,0,0,0,0,0,8.133333333,8.133333333,8.133333333
Juiced 2: Hot Import Nights,2,TRUE,Racing / Driving,THQ,68,0.23,14.95,X360,E,2007,16.45,0,0,0,17.41666667,18.68333333,16.18333333,15.5,16.61666667,14.61666667
Juiced 2: Hot Import Nights,1,TRUE,Racing / Driving,THQ,72,0.23,13.95,Nintendo DS,T,2007,16.45,0,0,0,17.41666667,18.68333333,16.18333333,15.5,16.61666667,14.61666667
The Simpsons Game,1,TRUE,Action,EA,59,0.23,16.95,Sony PSP,M,2007,1.033333333,1.483333333,2.516666667,0.9,0,0,0,0.933333333,1.45,0.65
Syphon Filter: Logan's Shadow,1,TRUE,"Action,Strategy",Sony,85,0.23,16.95,Sony PSP,T,2007,10.63333333,10.76666667,11.38333333,10.15,10.33333333,11.08333333,9.583333333,11,11.5,10.5
Tiger Woods PGA Tour 08,4,TRUE,Sports,EA,79,0.22,12.95,PlayStation 3,T,2007,0,0,0,0,0,0,0,0,0,0
Ratatouille,4,TRUE,Action,THQ,56,0.22,16.95,X360,T,2007,13.2,15,15,15,26.75,26.75,26.75,7.5,9.366666667,5.616666667
Trauma Center: New Blood,2,TRUE,"Action,Simulation",Nintendo,77,0.22,17.95,Nintendo Wii,E,2007,11.73333333,0,0,0,16,17.75,14.25,10.75,12.86666667,8.1
Hotel Dusk: Room 215,1,TRUE,Adventure,Nintendo,78,0.22,14.95,Nintendo DS,E,2007,15.6,16.73333333,25.35,12.98333333,16.38333333,17.33333333,15.58333333,15.15,18.08333333,12.91666667
Mega Man ZX Advent,1,TRUE,Action,Capcom,78,0.22,17.95,Nintendo DS,T,2007,12.88333333,15.93333333,17.9,13.96666667,15.81666667,25.23333333,12,7,8.6,5.866666667
Silent Hill: 0rigins,1,TRUE,Action,Konami,78,0.22,17.95,Sony PSP,E,2007,6.166666667,6,6.5,5.5,6.6,12.9,4.366666667,6.083333333,8.616666667,4.433333333
Harry Potter and the Order of the Phoenix,1,TRUE,Action,EA,68,0.22,16.95,X360,M,2007,12.38333333,15.2,17.05,14.05,10,10,10,10.53333333,14.13333333,7.8
NHL 08 ,1,TRUE,Sports,EA,85,0.22,9.95,X360,E,2007,17.5,0,0,0,0,0,0,17.5,18.75,16.25
Castlevania: The Dracula X Chronicles,2,TRUE,Action,Konami,80,0.21,16.95,Sony PSP,E,2007,8.566666667,5.316666667,5.316666667,5.316666667,12.33333333,18.85,6.883333333,6.766666667,10.93333333,4.166666667
Tony Hawk's Proving Ground,1,TRUE,Sports,Activision,39,0.21,13.95,Nintendo DS,M,2007,8.133333333,0,0,0,0,0,0,8.133333333,8.133333333,8.133333333
Jeanne d'Arc,1,TRUE,"Role-Playing (RPG),Strategy",Sony,87,0.21,19.95,Sony PSP,T,2007,39.48333333,68,74,62,42.13333333,62.15,33.56666667,31.6,36.61666667,24.11666667
BWii: Battalion Wars 2,1,TRUE,"Action,Simulation,Strategy",Nintendo,75,0.21,14.95,Nintendo Wii,T,2007,10.03333333,0,0,0,0,0,0,10.03333333,15.43333333,7.55
Battlestations: Midway,1,TRUE,"Action,Strategy",Eidos,73,0.21,17.95,X360,T,2007,7.966666667,0,0,0,3.266666667,3.266666667,3.266666667,8.3,10.28333333,5.833333333
Dragon Ball Z: Harukanaru Densetsu,1,TRUE,Strategy,Atari,57,0.2,14.95,Nintendo DS,T,2007,0,0,0,0,0,0,0,0,0,0
Touch the Dead,1,TRUE,Action,,56,0.2,16.95,Nintendo DS,T,2007,4.65,0,0,0,0,0,0,4.65,4.65,4.65
The Darkness,1,TRUE,Action,2K,80,0.2,14.95,PlayStation 3,E,2007,10.9,17.73333333,21.28333333,14.43333333,11.7,15.38333333,9.2,9.433333333,11.18333333,7.466666667
Donkey Kong Barrel Blast,4,TRUE,Racing / Driving,Nintendo,46,0.19,29.95,Nintendo Wii,T,2007,0,0,0,0,0,0,0,0,0,0
The BIGS,4,TRUE,"Action,Simulation,Sports",2K,79,0.19,12.95,X360,M,2007,16.81666667,46.68333333,46.68333333,46.68333333,0,0,0,6.866666667,11.7,2.033333333
Armored Core 4,2,TRUE,Action,Sega,65,0.19,17.95,X360,E,2007,20.6,0,0,0,19,19.5,18.5,23,24,22
Etrian Odyssey,1,TRUE,Role-Playing (RPG),Nintendo,75,0.19,24.95,Nintendo DS,E,2007,60.81666667,92.11666667,113.6833333,74.56666667,58.88333333,72.75,43.83333333,51,56.75,45.25
Ben 10: Protector of the Earth,1,TRUE,Action,,60,0.19,16.95,Sony PSP,T,2007,5.083333333,5.466666667,6.483333333,4.45,5.066666667,6.316666667,3.816666667,4.816666667,5.983333333,3.483333333
Tom Clancy's Splinter Cell: Double Agent,1,TRUE,"Action,Strategy",Ubisoft,78,0.19,22.95,PlayStation 3,M,2007,12.41666667,17.36666667,37.16666667,11.21666667,11.93333333,19.25,8.733333333,11.61666667,15.65,9.65
Looney Tunes: Acme Arsenal,1,TRUE,Action,,27,0.19,14.95,Nintendo Wii,T,2007,3.833333333,0,0,0,0,0,0,3.833333333,4.466666667,3.2
Zack & Wiki: Quest for Barbaros' Treasure,1,TRUE,Adventure,Capcom,87,0.19,17.95,Nintendo Wii,E,2007,15.95,22.11666667,27.26666667,16.95,15.23333333,19.38333333,11.15,15.48333333,25.55,11.38333333
Monster Jam,4,TRUE,Sports,Activision,43,0.18,17.95,X360,M,2007,0,0,0,0,0,0,0,0,0,0
Virtua Fighter 5,2,TRUE,Action,Sega,89,0.18,17.95,X360,E,2007,3.333333333,1.25,1.366666667,1.116666667,8.333333333,8.583333333,8.083333333,1.166666667,1.583333333,0.75
Lunar Knights,1,TRUE,Action,Konami,82,0.18,16.95,Nintendo DS,T,2007,18.55,26,28,24,21.65,33.28333333,14.31666667,11.88333333,13.6,10.63333333
Enchanted Arms,1,TRUE,Role-Playing (RPG),Ubisoft,64,0.18,17.95,PlayStation 3,E,2007,43.28333333,52.4,74.95,34.36666667,43.65,71.66666667,30.83333333,22.48333333,25.26666667,20.06666667
F.E.A.R.: First Encounter Assault Recon,1,TRUE,Action,,72,0.18,17.95,PlayStation 3,T,2007,9.4,11.9,17.43333333,8.383333333,10.93333333,19.25,7.983333333,8.583333333,13.25,6.25
Folklore,1,TRUE,"Action,Role-Playing (RPG)",Sony,75,0.18,24.95,PlayStation 3,E,2007,20.78333333,41.13333333,45.56666667,36.7,25.63333333,42.43333333,19.43333333,14.86666667,22.11666667,12.25
Juiced 2: Hot Import Nights,1,TRUE,Racing / Driving,THQ,71,0.18,17.95,PlayStation 3,T,2007,16.45,0,0,0,17.41666667,18.68333333,16.18333333,15.5,16.61666667,14.61666667
The Elder Scrolls IV: Shivering Isles,1,TRUE,"Action,Role-Playing (RPG)",,86,0.18,24.95,X360,E,2007,21.8,49.23333333,63.01666667,35.51666667,20.81666667,34.68333333,13.18333333,11.26666667,15.31666667,9.483333333
NHL 08,7,TRUE,Sports,EA,86,0.17,9.95,PlayStation 3,T,2007,17.5,0,0,0,0,0,0,17.5,18.75,16.25
NCAA 07 March Madness,4,TRUE,Sports,EA,67,0.17,7.95,X360,E,2007,0,0,0,0,0,0,0,0,0,0
Rayman Raving Rabbids,4,TRUE,Action,Ubisoft,67,0.17,16.95,X360,M,2007,6.7,8.1,8.55,7.65,8.266666667,9.1,6.766666667,5.8,6.95,4.866666667
Viva Pi$?ata: Party Animals,4,TRUE,Racing / Driving,Microsoft,56,0.17,14.95,X360,T,2007,8.883333333,8.883333333,8.883333333,8.883333333,0,0,0,0,0,0
Warriors Orochi,2,TRUE,"Action,Role-Playing (RPG)",,53,0.17,19.95,X360,E,2007,16.25,42,42,42,9.383333333,12.18333333,6.566666667,10.25,12.86666667,7.616666667
Luminous Arc,1,TRUE,"Role-Playing (RPG),Strategy",,70,0.17,24.95,Nintendo DS,T,2007,28.13333333,49.71666667,57.85,43.85,24.41666667,27.23333333,21.75,22.91666667,27.48333333,19.98333333
Picross DS,1,TRUE,Strategy,Nintendo,83,0.17,17.95,Nintendo DS,E,2007,62.43333333,75.81666667,143.95,56.95,56.66666667,86.66666667,36.66666667,39.51666667,45.16666667,34.46666667
Harry Potter and the Order of the Phoenix,1,TRUE,Action,EA,67,0.17,17.95,PlayStation 3,E,2007,12.38333333,15.2,17.05,14.05,10,10,10,10.53333333,14.13333333,7.8
College Hoops 2K7,6,TRUE,Sports,2K,81,0.16,6.95,PlayStation 3,E,2007,0,0,0,0,0,0,0,0,0,0
The BIGS,4,TRUE,"Action,Simulation,Sports",2K,80,0.16,22.95,PlayStation 3,T,2007,16.81666667,46.68333333,46.68333333,46.68333333,0,0,0,6.866666667,11.7,2.033333333
Stuntman: Ignition,4,TRUE,"Action,Racing / Driving",THQ,76,0.16,16.95,PlayStation 3,E,2007,8.2,13.1,14.51666667,11.68333333,6.333333333,6.416666667,6.25,6.016666667,7.816666667,5
Mortal Kombat: Armageddon,4,TRUE,"Action,Racing / Driving",Midway,71,0.16,24.95,Nintendo Wii,E,2007,13.13333333,27.5,31.25,23.75,16.45,24.68333333,10.18333333,8.6,11.15,7.15
Def Jam: Icon,2,TRUE,Action,EA,68,0.16,16.95,PlayStation 3,E,2007,8,0,0,0,0,0,0,8,8.25,7.75
Soulcalibur Legends,2,TRUE,Action,Namco,52,0.16,16.95,Nintendo Wii,E,2007,10.03333333,0,0,0,4.866666667,6.3,3.433333333,12.6,16,10.26666667
Surf's Up,2,TRUE,Sports,Ubisoft,64,0.16,16.95,Nintendo Wii,T,2007,1.283333333,0,0,0,0,0,0,1.283333333,1.616666667,0.966666667
Planet Puzzle League,1,TRUE,Strategy,Nintendo,86,0.16,17.95,Nintendo DS,E,2007,0.316666667,0,0,0,0,0,0,0.316666667,0.316666667,0.316666667
DiRT,1,TRUE,"Racing / Driving,Simulation,Sports",,83,0.16,17.95,PlayStation 3,E,2007,16.03333333,39,47.25,30.75,15.08333333,20.26666667,11.63333333,12.9,17.45,9.95
TMNT,1,TRUE,Action,Ubisoft,60,0.16,17.95,Nintendo Wii,E,2007,4.916666667,5.183333333,6.166666667,4.4,5.5,6.8,4.05,4.65,5.466666667,3.35
Soldier of Fortune: Payback,1,TRUE,Action,Activision,50,0.16,13.95,X360,M,2007,3.783333333,0,0,0,7,7.5,6.5,3.333333333,4.083333333,2.433333333
Dynasty Warriors: Gundam,2,TRUE,Action,Namco,60,0.15,22.95,PlayStation 3,E,2007,62.06666667,100.8833333,116.6,80.5,49.75,66.3,34.3,31.46666667,42.93333333,21.63333333
Disney Pirates of the Caribbean: At World's End,2,TRUE,Action,Disney,55,0.15,14.95,PlayStation 3,M,2007,10.31666667,31.9,31.9,31.9,11.71666667,12.5,10.53333333,5.8,6.433333333,5.433333333
Bee Movie Game,2,TRUE,Action,Activision,71,0.15,12.95,X360,T,2007,5.766666667,6,6,6,5.266666667,5.266666667,5.266666667,5.916666667,6.366666667,5.45
Dynasty Warriors: Gundam,2,TRUE,Action,Namco,55,0.15,22.95,X360,M,2007,62.06666667,100.8833333,116.6,80.5,49.75,66.3,34.3,31.46666667,42.93333333,21.63333333
Golden Axe,2,TRUE,Action,Sega,45,0.15,14.95,X360,M,2007,1.183333333,1.383333333,1.716666667,1.033333333,1.116666667,1.216666667,1.05,1.15,3.366666667,0.633333333
Dementium: The Ward,1,TRUE,Action,,72,0.15,17.95,Nintendo DS,M,2007,4.016666667,4.116666667,5.15,3.1,0,0,0,3.883333333,3.966666667,3.733333333
Rondo of Swords,1,TRUE,"Role-Playing (RPG),Strategy",,69,0.15,19.95,Nintendo DS,E,2007,23.23333333,36.5,39.75,33.25,17,17,17,18.16666667,19.86666667,16.86666667
Disgaea: Afternoon of Darkness,1,TRUE,"Role-Playing (RPG),Strategy",,87,0.15,17.95,Sony PSP,M,2007,87.5,315.1,533.45,178.95,97.51666667,123.15,78.4,45.08333333,75.51666667,22.43333333
NASCAR 08,1,TRUE,"Racing / Driving,Sports",EA,57,0.15,14.95,PlayStation 3,M,2007,0,0,0,0,0,0,0,0,0,0
Dragon Quest Swords: The Masked Queen and the T...,1,TRUE,Action,SquareEnix,65,0.15,16.95,Nintendo Wii,T,2007,12.01666667,11.31666667,11.31666667,11.31666667,17.36666667,24.38333333,11.58333333,8.683333333,10.13333333,7.783333333
Call of Juarez,1,TRUE,Action,Ubisoft,71,0.15,14.95,X360,E,2007,8.633333333,11.21666667,21.85,8.75,9,11,8,7.916666667,10.73333333,6.516666667
College Hoops 2K8,1,TRUE,Sports,2K,81,0.15,9.95,X360,M,2007,0,0,0,0,0,0,0,0,0,0
Eternal Sonata,1,TRUE,Role-Playing (RPG),Namco,79,0.15,27.95,X360,M,2007,38.15,70.66666667,132.85,48.85,41.3,67.68333333,31.68333333,29.13333333,43.16666667,20.78333333
Kingdom Under Fire: Circle of Doom,1,TRUE,"Action,Role-Playing (RPG)",Microsoft,55,0.15,14.95,X360,E,2007,107.8333333,184.3333333,275.8333333,92.83333333,76,76,76,9,9.5,8.5
Vampire Rain,1,TRUE,Action,Microsoft,38,0.15,11.95,X360,T,2007,10.88333333,0,0,0,0,0,0,10.88333333,11.66666667,10.08333333
All-Pro Football 2K8,6,TRUE,Sports,2K,73,0.14,9.95,PlayStation 3,T,2007,12,0,0,0,0,0,0,12,12,12
Mercury Meltdown,2,TRUE,Strategy,,77,0.14,12.95,Nintendo Wii,E,2007,0,0,0,0,0,0,0,0,0,0
Conan,1,TRUE,"Action,Adventure",THQ,69,0.14,17.95,PlayStation 3,E,2007,7.183333333,16.5,18.25,14.75,7.666666667,8.6,6.716666667,6.3,8.766666667,5.35
Godzilla: Unleashed,1,TRUE,Action,Atari,44,0.14,24.95,Nintendo Wii,E,2007,0,0,0,0,0,0,0,0,0,0
NBA Live 08,1,TRUE,Sports,EA,52,0.14,14.95,Nintendo Wii,M,2007,0,0,0,0,0,0,0,0,0,0
Conan,1,TRUE,"Action,Adventure",THQ,69,0.14,14.95,X360,E,2007,7.183333333,16.5,18.25,14.75,7.666666667,8.6,6.716666667,6.3,8.766666667,5.35
Spider-Man: Friend or Foe,2,TRUE,Action,Activision,59,0.13,17.95,Nintendo Wii,T,2007,11.11666667,17.15,20.88333333,12.96666667,6.9,8.416666667,5.4,8.35,10.58333333,6.833333333
College Hoops 2K8,7,TRUE,Sports,2K,82,0.12,12.95,PlayStation 3,M,2007,0,0,0,0,0,0,0,0,0,0
NBA 08,4,TRUE,Sports,Sony,63,0.12,9.95,PlayStation 3,M,2007,0,0,0,0,0,0,0,0,0,0
Thrillville: Off the Rails,4,TRUE,"Simulation,Strategy",,73,0.12,17.95,X360,E,2007,12.15,10.75,11.3,10.18333333,32,32,32,7.883333333,9.083333333,6.383333333
Geometry Wars: Galaxies,1,TRUE,Action,,79,0.12,14.95,Nintendo DS,T,2007,18.5,0,0,0,27,27,27,10,10,10
Rayman Raving Rabbids,1,TRUE,Action,Ubisoft,56,0.12,17.95,Nintendo DS,M,2007,6.7,8.1,8.55,7.65,8.266666667,9.1,6.766666667,5.8,6.95,4.866666667
WordJong,1,TRUE,Strategy,,77,0.12,17.95,Nintendo DS,M,2007,0,0,0,0,0,0,0,0,0,0
"Warhammer 40,000: Squad Command",1,TRUE,Strategy,THQ,67,0.12,17.95,Sony PSP,T,2007,0,0,0,0,0,0,0,0,0,0
Beowulf: The Game,1,TRUE,Action,Ubisoft,51,0.12,12.95,PlayStation 3,T,2007,10.85,0,0,0,8.083333333,8.083333333,8.083333333,11.53333333,15,8.6
The Golden Compass,1,TRUE,Action,Sega,40,0.12,12.95,PlayStation 3,M,2007,8.566666667,0,0,0,16.5,16.5,16.5,6.583333333,7.1,5.883333333
Scarface: The World is Yours,1,TRUE,"Action,Racing / Driving",,71,0.12,22.95,Nintendo Wii,M,2007,24.78333333,29.55,34.88333333,23.63333333,25.5,31.13333333,21.13333333,17.11666667,19.45,14.9
Hot Wheels: Beat That!,1,TRUE,"Action,Racing / Driving",Activision,43,0.12,19.95,X360,T,2007,0,0,0,0,0,0,0,0,0,0
NHL 2K8 ,1,TRUE,Sports,2K,71,0.12,6.95,X360,T,2007,0,0,0,0,0,0,0,0,0,0
NBA Street Homecourt,4,TRUE,Sports,EA,81,0.11,14.95,PlayStation 3,E,2007,18.31666667,7.716666667,7.716666667,7.716666667,23.61666667,31.8,15.41666667,0,0,0
Geometry Wars: Galaxies,2,TRUE,Action,,80,0.11,16.95,Nintendo Wii,T,2007,18.5,0,0,0,27,27,27,10,10,10
Final Fantasy: Crystal Chronicles - Echoes of Time,1,TRUE,Action,SquareEnix,75,0.11,24.95,Nintendo DS,T,2007,17.93333333,27,27,27,22.6,25.63333333,19.38333333,15.61666667,17.83333333,13.2
Godzilla Unleashed: Double Smash,1,TRUE,Action,Atari,28,0.11,17.95,Nintendo DS,T,2007,0,0,0,0,0,0,0,0,0,0
MX vs. ATV Untamed,1,TRUE,Racing / Driving,THQ,61,0.11,17.95,Nintendo DS,E,2007,12,0,0,0,0,0,0,12,12,12
WWE SmackDown vs. Raw 2008,1,TRUE,Sports,THQ,61,0.11,14.95,Nintendo DS,T,2007,25.31666667,45.03333333,56.38333333,26.23333333,30.9,35.68333333,26.11666667,9.65,12.4,7.4
The BIGS,1,TRUE,"Action,Simulation,Sports",2K,72,0.11,16.95,Sony PSP,M,2007,16.81666667,46.68333333,46.68333333,46.68333333,0,0,0,6.866666667,11.7,2.033333333
Brave Story: New Traveler,1,TRUE,Role-Playing (RPG),,76,0.11,17.95,Sony PSP,T,2007,26.16666667,28.65,31.01666667,26.28333333,27.7,33.38333333,23.13333333,23.5,26.83333333,20.71666667
WipEout Pulse,1,TRUE,"Action,Racing / Driving",Sony,82,0.11,16.95,Sony PSP,T,2007,8.666666667,10,10,10,9.75,10.13333333,9.366666667,7.716666667,9.166666667,6.533333333
TimeShift,1,TRUE,Action,,70,0.11,16.95,PlayStation 3,M,2007,8.5,9.066666667,9.516666667,8.516666667,10.2,12.55,8.716666667,8.216666667,10.65,6.15
Star Trek: Conquest,1,TRUE,"Action,Strategy",,49,0.11,27.95,Nintendo Wii,T,2007,0,0,0,0,0,0,0,0,0,0
Beautiful Katamari,1,TRUE,Action,Namco,73,0.11,17.95,X360,M,2007,14.55,100,100,100,18.11666667,32.51666667,8.516666667,5.866666667,8.283333333,4.133333333
Hour of Victory,1,TRUE,Action,Midway,37,0.11,12.95,X360,M,2007,6.133333333,0,0,0,7,7,7,5.85,6.916666667,4.783333333
Fantastic Four: Rise of the Silver Surfer,4,TRUE,Action,2K,47,0.1,14.95,PlayStation 3,M,2007,7.6,0,0,0,10.33333333,11.08333333,9.583333333,5.566666667,6.033333333,5.016666667
SEGA Rally Revo,2,TRUE,"Racing / Driving,Simulation",Sega,77,0.1,14.95,X360,E,2007,34,34,34,34,0,0,0,0,0,0
7 Wonders of the Ancient World,1,TRUE,Strategy,,60,0.1,17.95,Nintendo DS,T,2007,7.483333333,0,0,0,0,0,0,7.483333333,11.83333333,4.466666667
Draglade,1,TRUE,Action,,71,0.1,16.95,Nintendo DS,M,2007,4.916666667,0,0,0,7.566666667,7.566666667,7.566666667,4.033333333,4.05,4.016666667
Final Fantasy Fables: Chocobo Tales,1,TRUE,Action,SquareEnix,75,0.1,17.95,Nintendo DS,M,2007,17.2,26.1,32.46666667,21.08333333,14.46666667,16.31666667,12.61666667,9.45,10.83333333,8.416666667
Marvel Trading Card Game,1,TRUE,Strategy,Konami,61,0.1,16.95,Nintendo DS,M,2007,0,0,0,0,0,0,0,0,0,0
Crazy Taxi: Fare Wars,1,TRUE,"Action,Racing / Driving",Sega,64,0.1,17.95,Sony PSP,E,2007,0,0,0,0,0,0,0,0,0,0
The Golden Compass,1,TRUE,Action,Sega,28,0.1,14.95,Sony PSP,E,2007,8.566666667,0,0,0,16.5,16.5,16.5,6.583333333,7.1,5.883333333
Harry Potter and the Order of the Phoenix,1,TRUE,Action,EA,52,0.1,16.95,Sony PSP,E,2007,12.38333333,15.2,17.05,14.05,10,10,10,10.53333333,14.13333333,7.8
Bladestorm: The Hundred Years' War,1,TRUE,"Action,Role-Playing (RPG),Strategy",,58,0.1,44.95,PlayStation 3,E,2007,51.25,0,0,0,51.25,53.11666667,49.36666667,0,0,0
Surf's Up,4,TRUE,Sports,Ubisoft,61,0.09,17.95,X360,E,2007,1.283333333,0,0,0,0,0,0,1.283333333,1.616666667,0.966666667
Blazing Angels 2: Secret Missions of WWII,2,TRUE,Action,Ubisoft,72,0.09,16.95,X360,M,2007,13,0,0,0,16,16.5,15.5,10,10,10
InuYasha: Secret of the Divine Jewel,1,TRUE,Role-Playing (RPG),Namco,46,0.09,24.95,Nintendo DS,T,2007,9.566666667,0,0,0,9.566666667,9.566666667,9.566666667,0,0,0
The Settlers,1,TRUE,Strategy,Ubisoft,39,0.09,17.95,Nintendo DS,T,2007,7.183333333,13,13,13,4.833333333,4.833333333,4.833333333,3.75,3.75,3.75
Shrek the Third,1,TRUE,Action,Activision,57,0.09,22.95,Sony PSP,T,2007,5.116666667,5.5,5.5,5.5,7,7,7,4,4,4
Ratatouille,1,TRUE,Action,THQ,55,0.09,17.95,PlayStation 3,T,2007,13.2,15,15,15,26.75,26.75,26.75,7.5,9.366666667,5.616666667
Soldier of Fortune: Payback,1,TRUE,Action,Activision,50,0.09,14.95,PlayStation 3,E,2007,3.783333333,0,0,0,7,7.5,6.5,3.333333333,4.083333333,2.433333333
Heatseeker,1,TRUE,Action,,62,0.09,17.95,Nintendo Wii,T,2007,9.75,0,0,0,0,0,0,9.75,9.75,9.75
NHL 2K8,7,TRUE,Sports,,74,0.08,9.95,PlayStation 3,E,2007,0,0,0,0,0,0,0,0,0,0
NCAA March Madness 08,4,TRUE,Sports,EA,67,0.08,12.95,PlayStation 3,E,2007,0,0,0,0,0,0,0,0,0,0
Fantastic Four: Rise of the Silver Surfer,4,TRUE,Action,2K,45,0.08,14.95,X360,E,2007,7.6,0,0,0,10.33333333,11.08333333,9.583333333,5.566666667,6.033333333,5.016666667
Monster Madness: Battle for Suburbia,4,TRUE,Action,,55,0.08,14.95,X360,E,2007,0,0,0,0,0,0,0,0,0,0
Pro Evolution Soccer 2008,4,TRUE,Sports,Konami,76,0.08,14.95,X360,M,2007,63.8,78.2,82.3,74.1,35,35,35,0,0,0
Blazing Angels 2: Secret Missions of WWII,2,TRUE,Action,Ubisoft,70,0.08,22.95,PlayStation 3,T,2007,13,0,0,0,16,16.5,15.5,10,10,10
Cake Mania,1,TRUE,Action,,55,0.08,16.95,Nintendo DS,M,2007,6,6.216666667,7.283333333,5.15,0,0,0,5.333333333,5.333333333,5.333333333
River King: Mystic Valley,1,TRUE,"Adventure,Simulation,Sports",,54,0.08,24.95,Nintendo DS,T,2007,0,0,0,0,0,0,0,0,0,0
Touch Detective 2 1/2,1,TRUE,Adventure,,67,0.08,14.95,Nintendo DS,T,2007,6.633333333,7.4,7.783333333,7,8.35,8.35,8.35,5.833333333,6.616666667,5.366666667
7 Wonders of the Ancient World,1,TRUE,Strategy,,51,0.08,17.95,Sony PSP,E,2007,7.483333333,0,0,0,0,0,0,7.483333333,11.83333333,4.466666667
Brooktown High,1,TRUE,Simulation,Konami,51,0.08,16.95,Sony PSP,T,2007,0,0,0,0,0,0,0,0,0,0
Crush,1,TRUE,Action,Sega,83,0.08,16.95,Sony PSP,E,2007,6.883333333,9.5,9.5,9.5,7.666666667,7.9,7.433333333,5.5,5.816666667,5.166666667
Jackass: The Game,1,TRUE,Action,,58,0.08,17.95,Sony PSP,E,2007,0,0,0,0,0,0,0,0,0,0
The Sims 2: Castaway,1,TRUE,Simulation,EA,64,0.08,17.95,Sony PSP,T,2007,8,0,0,0,8,8,8,0,0,0
Test Drive Unlimited,1,TRUE,Racing / Driving,Atari,80,0.08,17.95,Sony PSP,M,2007,53.4,112.6666667,132.1666667,93.16666667,55.66666667,96.41666667,41.41666667,28.08333333,32.01666667,24.51666667
Thrillville: Off the Rails,1,TRUE,"Simulation,Strategy",,72,0.08,16.95,Sony PSP,T,2007,12.15,10.75,11.3,10.18333333,32,32,32,7.883333333,9.083333333,6.383333333
Victorious Boxers: Revolution,1,TRUE,"Action,Simulation,Sports",Ubisoft,59,0.08,24.95,Nintendo Wii,E,2007,0,0,0,0,0,0,0,0,0,0
Bladestorm: The Hundred Years' War,1,TRUE,"Action,Role-Playing (RPG),Strategy",,63,0.08,34.95,X360,T,2007,51.25,0,0,0,51.25,53.11666667,49.36666667,0,0,0
Looney Tunes: Acme Arsenal,4,TRUE,Action,,40,0.07,17.95,X360,M,2007,3.833333333,0,0,0,0,0,0,3.833333333,4.466666667,3.2
SEGA Rally Revo,2,TRUE,"Racing / Driving,Simulation",Sega,75,0.07,16.95,PlayStation 3,T,2007,34,34,34,34,0,0,0,0,0,0
Death Jr. and the Science Fair of Doom,1,TRUE,Action,Konami,47,0.07,12.95,Nintendo DS,M,2007,0,0,0,0,0,0,0,0,0,0
Indianapolis 500 Legends,1,TRUE,Racing / Driving,,51,0.07,16.95,Nintendo DS,T,2007,14.5,14.5,14.5,14.5,0,0,0,0,0,0
Worms: Open Warfare 2,1,TRUE,"Action,Strategy",THQ,81,0.07,17.95,Nintendo DS,E,2007,9.116666667,10,10,10,0,0,0,8.25,8.25,8.25
Alien Syndrome,1,TRUE,Action,Sega,51,0.07,12.95,Sony PSP,E,2007,2.783333333,2.25,2.25,2.25,0,0,0,3.05,3.066666667,3.016666667
BlackSite: Area 51,1,TRUE,Action,Midway,56,0.07,17.95,PlayStation 3,E,2007,5.816666667,6.8,7.4,6.216666667,5.866666667,6.216666667,5.466666667,5.733333333,7.816666667,4.583333333
Code Lyoko: Quest for Infinity,1,TRUE,Action,,58,0.07,17.95,Nintendo Wii,T,2007,5.8,0,0,0,0,0,0,5.8,5.8,5.8
Super Swing Golf Season 2,1,TRUE,Sports,,70,0.07,19.95,Nintendo Wii,M,2007,0,0,0,0,0,0,0,0,0,0
